"";"post_code";"muni_name"
"934";"32200";"Loimaa"
"935";"32210";"Loimaa"
"936";"32250";"Loimaa"
"937";"32260";"Loimaa"
"938";"32270";"Loimaa"
"939";"32280";"Loimaa"
"940";"32300";"Loimaa"
"941";"32410";"Loimaa"
"942";"32430";"Loimaa"
"943";"32440";"Loimaa"
"944";"32450";"Loimaa"
"945";"32500";"Oripää"
"946";"32520";"Oripää"
"947";"32560";"Loimaa"
"948";"32610";"Huittinen"
"949";"32620";"Huittinen"
"950";"32700";"Huittinen"
"951";"32710";"Huittinen"
"952";"32730";"Sastamala"
"953";"32740";"Sastamala"
"954";"32760";"Huittinen"
"955";"32770";"Huittinen"
"956";"32800";"Kokemäki"
"957";"32810";"Kokemäki"
"958";"32830";"Kokemäki"
"959";"32860";"Kokemäki"
"960";"32910";"Kokemäki"
"961";"32920";"Kokemäki"
"962";"33100";"Tampere"
"963";"33180";"Tampere"
"964";"33200";"Tampere"
"965";"33210";"Tampere"
"966";"33230";"Tampere"
"967";"33240";"Tampere"
"968";"33250";"Tampere"
"969";"33270";"Tampere"
"970";"33300";"Tampere"
"971";"33310";"Tampere"
"972";"33330";"Tampere"
"973";"33340";"Tampere"
"974";"33380";"Nokia"
"975";"33400";"Tampere"
"976";"33410";"Tampere"
"977";"33420";"Tampere"
"978";"33430";"Ylöjärvi"
"979";"33450";"Ylöjärvi"
"980";"33470";"Ylöjärvi"
"981";"33480";"Ylöjärvi"
"982";"33500";"Tampere"
"983";"33520";"Tampere"
"984";"33530";"Tampere"
"985";"33540";"Tampere"
"986";"33560";"Tampere"
"987";"33580";"Tampere"
"988";"33610";"Tampere"
"989";"33680";"Tampere"
"990";"33700";"Tampere"
"991";"33710";"Tampere"
"992";"33720";"Tampere"
"993";"33730";"Tampere"
"994";"33800";"Tampere"
"995";"33820";"Tampere"
"996";"33840";"Tampere"
"997";"33850";"Tampere"
"998";"33870";"Tampere"
"999";"33880";"Lempäälä"
"1000";"33900";"Tampere"
"1001";"33920";"Pirkkala"
"1002";"33950";"Pirkkala"
"1003";"33960";"Pirkkala"
"1004";"33980";"Pirkkala"
"1005";"34110";"Ylöjärvi"
"1006";"34130";"Ylöjärvi"
"1007";"34140";"Ylöjärvi"
"1008";"34150";"Ylöjärvi"
"1009";"34180";"Ylöjärvi"
"1010";"34240";"Tampere"
"1011";"34260";"Tampere"
"1012";"34270";"Tampere"
"1013";"34300";"Ylöjärvi"
"1014";"34320";"Ylöjärvi"
"1015";"34330";"Ylöjärvi"
"1016";"34410";"Ruovesi"
"1017";"34420";"Ruovesi"
"1018";"34430";"Ruovesi"
"1019";"34450";"Ruovesi"
"1020";"34510";"Ylöjärvi"
"1021";"34530";"Ylöjärvi"
"1022";"34550";"Ylöjärvi"
"1023";"34600";"Ruovesi"
"1024";"34640";"Ruovesi"
"1025";"34710";"Virrat"
"1026";"34730";"Virrat"
"1027";"34740";"Virrat"
"1028";"34770";"Virrat"
"1029";"34800";"Virrat"
"1030";"34870";"Ruovesi"
"1031";"34910";"Virrat"
"1032";"34930";"Virrat"
"1033";"34950";"Virrat"
"1034";"34970";"Virrat"
"1035";"34980";"Virrat"
"1036";"35100";"Orivesi"
"1037";"35220";"Orivesi"
"1038";"35240";"Orivesi"
"1039";"35260";"Orivesi"
"1040";"35270";"Orivesi"
"1041";"35300";"Orivesi"
"1042";"35320";"Orivesi"
"1043";"35400";"Jämsä"
"1044";"35420";"Orivesi"
"1045";"35480";"Orivesi"
"1046";"35500";"Juupajoki"
"1047";"35520";"Juupajoki"
"1048";"35530";"Juupajoki"
"1049";"35540";"Juupajoki"
"1050";"35550";"Juupajoki"
"1051";"35600";"Jämsä"
"1052";"35610";"Jämsä"
"1053";"35630";"Jämsä"
"1054";"35700";"Mänttä-Vilppula"
"1055";"35740";"Ruovesi"
"1056";"35750";"Ruovesi"
"1057";"35800";"Mänttä-Vilppula"
"1058";"35820";"Jämsä"
"1059";"35990";"Mänttä-Vilppula"
"1060";"36100";"Kangasala"
"1061";"36110";"Kangasala"
"1062";"36120";"Kangasala"
"1063";"36200";"Kangasala"
"1064";"36220";"Kangasala"
"1065";"36240";"Kangasala"
"1066";"36270";"Kangasala"
"1067";"36280";"Kangasala"
"1068";"36340";"Kangasala"
"1069";"36420";"Kangasala"
"1070";"36430";"Kangasala"
"1071";"36450";"Pälkäne"
"1072";"36520";"Kangasala"
"1073";"36570";"Kangasala"
"1074";"36600";"Pälkäne"
"1075";"36640";"Pälkäne"
"1076";"36660";"Pälkäne"
"1077";"36720";"Pälkäne"
"1078";"36760";"Pälkäne"
"1079";"36810";"Kangasala"
"1080";"36840";"Kangasala"
"1081";"36880";"Kangasala"
"1082";"36910";"Pälkäne"
"1083";"36930";"Pälkäne"
"1084";"37100";"Nokia"
"1085";"37120";"Nokia"
"1086";"37130";"Nokia"
"1087";"37140";"Nokia"
"1088";"37150";"Nokia"
"1089";"37180";"Nokia"
"1090";"37200";"Nokia"
"1091";"37210";"Nokia"
"1092";"37240";"Nokia"
"1093";"37310";"Nokia"
"1094";"37350";"Vesilahti"
"1095";"37370";"Vesilahti"
"1096";"37380";"Vesilahti"
"1097";"37420";"Vesilahti"
"1098";"37470";"Vesilahti"
"1099";"37500";"Lempäälä"
"1100";"37530";"Lempäälä"
"1101";"37550";"Lempäälä"
"1102";"37560";"Lempäälä"
"1103";"37570";"Lempäälä"
"1104";"37600";"Valkeakoski"
"1105";"37630";"Valkeakoski"
"1106";"37700";"Valkeakoski"
"1107";"37720";"Valkeakoski"
"1108";"37740";"Valkeakoski"
"1109";"37770";"Valkeakoski"
"1110";"37800";"Akaa"
"1111";"37830";"Akaa"
"1112";"37850";"Valkeakoski"
"1113";"37860";"Valkeakoski"
"1114";"37900";"Akaa"
"1115";"37910";"Akaa"
"1116";"37960";"Akaa"
"1117";"38100";"Sastamala"
"1118";"38120";"Sastamala"
"1119";"38130";"Sastamala"
"1120";"38140";"Sastamala"
"1121";"38200";"Sastamala"
"1122";"38210";"Sastamala"
"1123";"38220";"Sastamala"
"1124";"38250";"Sastamala"
"1125";"38270";"Sastamala"
"1126";"38280";"Sastamala"
"1127";"38300";"Sastamala"
"1128";"38360";"Sastamala"
"1129";"38420";"Sastamala"
"1130";"38460";"Sastamala"
"1131";"38470";"Sastamala"
"1132";"38490";"Hämeenkyrö"
"1133";"38510";"Sastamala"
"1134";"38600";"Pori"
"1135";"38650";"Pori"
"1136";"38670";"Pori"
"1137";"38680";"Pomarkku"
"1138";"38700";"Kankaanpää"
"1139";"38710";"Kankaanpää"
"1140";"38720";"Kankaanpää"
"1141";"38740";"Kankaanpää"
"1142";"38750";"Kankaanpää"
"1143";"38760";"Kankaanpää"
"1144";"38770";"Kankaanpää"
"1145";"38800";"Jämijärvi"
"1146";"38840";"Kankaanpää"
"1147";"38860";"Jämijärvi"
"1148";"38910";"Kankaanpää"
"1149";"38920";"Honkajoki"
"1150";"38950";"Honkajoki"
"1151";"38970";"Honkajoki"
"1152";"39100";"Hämeenkyrö"
"1153";"39110";"Hämeenkyrö"
"1154";"39130";"Hämeenkyrö"
"1155";"39150";"Hämeenkyrö"
"1156";"39160";"Ylöjärvi"
"1157";"39170";"Hämeenkyrö"
"1158";"39180";"Hämeenkyrö"
"1159";"39195";"Hämeenkyrö"
"1160";"39200";"Hämeenkyrö"
"1161";"39230";"Hämeenkyrö"
"1162";"39290";"Hämeenkyrö"
"1163";"39310";"Ylöjärvi"
"1164";"39340";"Ylöjärvi"
"1165";"39360";"Ylöjärvi"
"1166";"39380";"Hämeenkyrö"
"1167";"39410";"Ikaalinen"
"1168";"39430";"Ikaalinen"
"1169";"39450";"Ikaalinen"
"1170";"39500";"Ikaalinen"
"1171";"39530";"Ikaalinen"
"1172";"39580";"Ikaalinen"
"1173";"39590";"Ikaalinen"
"1174";"39610";"Ikaalinen"
"1175";"39620";"Parkano"
"1176";"39660";"Parkano"
"1177";"39700";"Parkano"
"1178";"39750";"Parkano"
"1179";"39770";"Parkano"
"1180";"39780";"Parkano"
"1181";"39810";"Kihniö"
"1182";"39820";"Kihniö"
"1183";"39880";"Kihniö"
"1184";"39920";"Karvia"
"1185";"39930";"Karvia"
"1186";"39940";"Karvia"
"1187";"39960";"Karvia"
"1188";"39965";"Karvia"
"1189";"39980";"Karvia"
"1190";"39990";"Karvia"
"1191";"40100";"Jyväskylä"
"1192";"40200";"Jyväskylä"
"1193";"40250";"Jyväskylä"
"1194";"40270";"Jyväskylä"
"1195";"40320";"Jyväskylä"
"1196";"40340";"Jyväskylä"
"1197";"40400";"Jyväskylä"
"1198";"40420";"Jyväskylä"
"1199";"40500";"Jyväskylä"
"1200";"40520";"Jyväskylä"
"1201";"40530";"Jyväskylä"
"1202";"40600";"Jyväskylä"
"1203";"40620";"Jyväskylä"
"1204";"40630";"Jyväskylä"
"1205";"40640";"Jyväskylä"
"1206";"40660";"Jyväskylä"
"1207";"40700";"Jyväskylä"
"1208";"40720";"Jyväskylä"
"1209";"40740";"Jyväskylä"
"1210";"40800";"Jyväskylä"
"1211";"40820";"Jyväskylä"
"1212";"40900";"Jyväskylä"
"1213";"40930";"Muurame"
"1214";"40950";"Muurame"
"1215";"41120";"Jyväskylä"
"1216";"41140";"Jyväskylä"
"1217";"41160";"Jyväskylä"
"1218";"41180";"Laukaa"
"1219";"41210";"Uurainen"
"1220";"41220";"Uurainen"
"1221";"41230";"Uurainen"
"1222";"41240";"Uurainen"
"1223";"41260";"Saarijärvi"
"1224";"41270";"Saarijärvi"
"1225";"41290";"Uurainen"
"1226";"41310";"Laukaa"
"1227";"41325";"Laukaa"
"1228";"41330";"Laukaa"
"1229";"41340";"Laukaa"
"1230";"41350";"Laukaa"
"1231";"41360";"Laukaa"
"1232";"41370";"Laukaa"
"1233";"41390";"Laukaa"
"1234";"41400";"Laukaa"
"1235";"41410";"Toivakka"
"1236";"41440";"Toivakka"
"1237";"41450";"Jyväskylä"
"1238";"41490";"Hankasalmi"
"1239";"41500";"Hankasalmi"
"1240";"41520";"Hankasalmi"
"1241";"41530";"Hankasalmi"
"1242";"41540";"Hankasalmi"
"1243";"41550";"Hankasalmi"
"1244";"41560";"Hankasalmi"
"1245";"41580";"Hankasalmi"
"1246";"41630";"Jyväskylä"
"1247";"41660";"Toivakka"
"1248";"41710";"Jyväskylä"
"1249";"41730";"Joutsa"
"1250";"41750";"Joutsa"
"1251";"41770";"Joutsa"
"1252";"41800";"Jyväskylä"
"1253";"41820";"Jyväskylä"
"1254";"41840";"Jyväskylä"
"1255";"41860";"Jyväskylä"
"1256";"41870";"Jyväskylä"
"1257";"41880";"Jyväskylä"
"1258";"41900";"Petäjävesi"
"1259";"41920";"Petäjävesi"
"1260";"41925";"Petäjävesi"
"1261";"41930";"Jyväskylä"
"1262";"41940";"Jyväskylä"
"1263";"41970";"Keuruu"
"1264";"41980";"Petäjävesi"
"1265";"42100";"Jämsä"
"1266";"42140";"Jämsä"
"1267";"42220";"Jämsä"
"1268";"42300";"Jämsä"
"1269";"42330";"Jämsä"
"1270";"42440";"Jämsä"
"1271";"42520";"Keuruu"
"1272";"42560";"Keuruu"
"1273";"42600";"Multia"
"1274";"42660";"Multia"
"1275";"42700";"Keuruu"
"1276";"42720";"Keuruu"
"1277";"42800";"Keuruu"
"1278";"42820";"Keuruu"
"1279";"42830";"Mänttä-Vilppula"
"1280";"42840";"Mänttä-Vilppula"
"1281";"42850";"Mänttä-Vilppula"
"1282";"42870";"Virrat"
"1283";"42910";"Keuruu"
"1284";"42930";"Keuruu"
"1285";"43100";"Saarijärvi"
"1286";"43130";"Saarijärvi"
"1287";"43170";"Saarijärvi"
"1288";"43220";"Saarijärvi"
"1289";"43240";"Saarijärvi"
"1290";"43250";"Saarijärvi"
"1291";"43270";"Saarijärvi"
"1292";"43300";"Kannonkoski"
"1293";"43340";"Kannonkoski"
"1294";"43390";"Kivijärvi"
"1295";"43420";"Saarijärvi"
"1296";"43430";"Multia"
"1297";"43440";"Saarijärvi"
"1298";"43480";"Saarijärvi"
"1299";"43490";"Karstula"
"1300";"43500";"Karstula"
"1301";"43520";"Karstula"
"1302";"43540";"Karstula"
"1303";"43560";"Karstula"
"1304";"43610";"Karstula"
"1305";"43640";"Karstula"
"1306";"43660";"Karstula"
"1307";"43700";"Kyyjärvi"
"1308";"43720";"Kyyjärvi"
"1309";"43800";"Kivijärvi"
"1310";"43840";"Kivijärvi"
"1311";"43900";"Kinnula"
"1312";"43940";"Kinnula"
"1313";"43960";"Kinnula"
"1314";"44100";"Äänekoski"
"1315";"44120";"Äänekoski"
"1316";"44150";"Äänekoski"
"1317";"44160";"Äänekoski"
"1318";"44170";"Äänekoski"
"1319";"44190";"Äänekoski"
"1320";"44200";"Äänekoski"
"1321";"44220";"Äänekoski"
"1322";"44250";"Äänekoski"
"1323";"44260";"Äänekoski"
"1324";"44280";"Äänekoski"
"1325";"44300";"Konnevesi"
"1326";"44320";"Konnevesi"
"1327";"44330";"Konnevesi"
"1328";"44350";"Konnevesi"
"1329";"44370";"Konnevesi"
"1330";"44400";"Äänekoski"
"1331";"44420";"Äänekoski"
"1332";"44440";"Äänekoski"
"1333";"44460";"Äänekoski"
"1334";"44480";"Viitasaari"
"1335";"44500";"Viitasaari"
"1336";"44530";"Viitasaari"
"1337";"44580";"Viitasaari"
"1338";"44590";"Viitasaari"
"1339";"44610";"Viitasaari"
"1340";"44630";"Viitasaari"
"1341";"44640";"Viitasaari"
"1342";"44670";"Viitasaari"
"1343";"44680";"Viitasaari"
"1344";"44730";"Viitasaari"
"1345";"44740";"Viitasaari"
"1346";"44760";"Viitasaari"
"1347";"44770";"Viitasaari"
"1348";"44790";"Viitasaari"
"1349";"44800";"Pihtipudas"
"1350";"44860";"Pihtipudas"
"1351";"44880";"Pihtipudas"
"1352";"44910";"Pihtipudas"
"1353";"44920";"Pihtipudas"
"1354";"44950";"Pihtipudas"
"1355";"44970";"Pihtipudas"
"1356";"45100";"Kouvola"
"1357";"45120";"Kouvola"
"1358";"45130";"Kouvola"
"1359";"45150";"Kouvola"
"1360";"45160";"Kouvola"
"1361";"45200";"Kouvola"
"1362";"45330";"Kouvola"
"1363";"45360";"Kouvola"
"1364";"45370";"Kouvola"
"1365";"45410";"Kouvola"
"1366";"45460";"Kouvola"
"1367";"45610";"Kouvola"
"1368";"45700";"Kouvola"
"1369";"45720";"Kouvola"
"1370";"45740";"Kouvola"
"1371";"45750";"Kouvola"
"1372";"45810";"Kouvola"
"1373";"45910";"Kouvola"
"1374";"45940";"Kouvola"
"1375";"46110";"Kouvola"
"1376";"46140";"Kouvola"
"1377";"46230";"Kouvola"
"1378";"46400";"Kouvola"
"1379";"46430";"Kouvola"
"1380";"46450";"Kouvola"
"1381";"46530";"Luumäki"
"1382";"46570";"Kouvola"
"1383";"46710";"Kouvola"
"1384";"46730";"Kouvola"
"1385";"46750";"Kouvola"
"1386";"46800";"Kouvola"
"1387";"46810";"Kouvola"
"1388";"46860";"Kouvola"
"1389";"46900";"Kouvola"
"1390";"46910";"Kouvola"
"1391";"46930";"Kotka"
"1392";"46950";"Kouvola"
"1393";"46960";"Kouvola"
"1394";"47110";"Kouvola"
"1395";"47150";"Kouvola"
"1396";"47200";"Kouvola"
"1397";"47260";"Kouvola"
"1398";"47310";"Iitti"
"1399";"47350";"Lapinjärvi"
"1400";"47400";"Iitti"
"1401";"47440";"Iitti"
"1402";"47450";"Iitti"
"1403";"47460";"Iitti"
"1404";"47490";"Iitti"
"1405";"47520";"Iitti"
"1406";"47540";"Iitti"
"1407";"47610";"Iitti"
"1408";"47650";"Kouvola"
"1409";"47710";"Kouvola"
"1410";"47760";"Kouvola"
"1411";"47810";"Kouvola"
"1412";"47830";"Kouvola"
"1413";"47850";"Kouvola"
"1414";"47900";"Kouvola"
"1415";"47910";"Kouvola"
"1416";"48100";"Kotka"
"1417";"48130";"Kotka"
"1418";"48200";"Kotka"
"1419";"48210";"Kotka"
"1420";"48220";"Kotka"
"1421";"48230";"Kotka"
"1422";"48300";"Kotka"
"1423";"48310";"Kotka"
"1424";"48350";"Kotka"
"1425";"48400";"Kotka"
"1426";"48410";"Kotka"
"1427";"48600";"Kotka"
"1428";"48700";"Kotka"
"1429";"48710";"Kotka"
"1430";"48720";"Kotka"
"1431";"48750";"Kotka"
"1432";"48770";"Kotka"
"1433";"48800";"Kotka"
"1434";"48810";"Kotka"
"1435";"48900";"Kotka"
"1436";"48910";"Kotka"
"1437";"48930";"Kotka"
"1438";"49200";"Pyhtää"
"1439";"49210";"Pyhtää"
"1440";"49220";"Pyhtää"
"1441";"49240";"Pyhtää"
"1442";"49270";"Pyhtää"
"1443";"49290";"Pyhtää"
"1444";"49300";"Kotka"
"1445";"49340";"Kotka"
"1446";"49400";"Hamina"
"1447";"49410";"Hamina"
"1448";"49420";"Hamina"
"1449";"49460";"Hamina"
"1450";"49480";"Hamina"
"1451";"49490";"Hamina"
"1452";"49510";"Hamina"
"1453";"49520";"Hamina"
"1454";"49540";"Hamina"
"1455";"49570";"Hamina"
"1456";"49610";"Hamina"
"1457";"49630";"Hamina"
"1458";"49640";"Hamina"
"1459";"49660";"Hamina"
"1460";"49700";"Miehikkälä"
"1461";"49720";"Miehikkälä"
"1462";"49730";"Miehikkälä"
"1463";"49750";"Miehikkälä"
"1464";"49760";"Miehikkälä"
"1465";"49770";"Miehikkälä"
"1466";"49780";"Hamina"
"1467";"49840";"Hamina"
"1468";"49860";"Virolahti"
"1469";"49900";"Virolahti"
"1470";"49930";"Virolahti"
"1471";"49960";"Virolahti"
"1472";"49980";"Virolahti"
"1473";"50100";"Mikkeli"
"1474";"50120";"Mikkeli"
"1475";"50130";"Mikkeli"
"1476";"50150";"Mikkeli"
"1477";"50160";"Mikkeli"
"1478";"50170";"Mikkeli"
"1479";"50180";"Mikkeli"
"1480";"50190";"Mikkeli"
"1481";"50200";"Mikkeli"
"1482";"50300";"Mikkeli"
"1483";"50350";"Mikkeli"
"1484";"50500";"Mikkeli"
"1485";"50520";"Mikkeli"
"1486";"50600";"Mikkeli"
"1487";"50670";"Mikkeli"
"1488";"50700";"Mikkeli"
"1489";"50770";"Mikkeli"
"1490";"50800";"Mikkeli"
"1491";"50970";"Mikkeli"
"1492";"51130";"Mikkeli"
"1493";"51200";"Kangasniemi"
"1494";"51260";"Kangasniemi"
"1495";"51270";"Kangasniemi"
"1496";"51310";"Kangasniemi"
"1497";"51335";"Kangasniemi"
"1498";"51340";"Kangasniemi"
"1499";"51360";"Kangasniemi"
"1500";"51380";"Kangasniemi"
"1501";"51420";"Mikkeli"
"1502";"51430";"Kangasniemi"
"1503";"51440";"Kangasniemi"
"1504";"51450";"Mikkeli"
"1505";"51460";"Kangasniemi"
"1506";"51520";"Mikkeli"
"1507";"51540";"Mikkeli"
"1508";"51600";"Mikkeli"
"1509";"51620";"Mikkeli"
"1510";"51670";"Mikkeli"
"1511";"51720";"Mikkeli"
"1512";"51740";"Mikkeli"
"1513";"51760";"Juva"
"1514";"51780";"Juva"
"1515";"51810";"Juva"
"1516";"51820";"Juva"
"1517";"51850";"Juva"
"1518";"51860";"Juva"
"1519";"51880";"Juva"
"1520";"51890";"Juva"
"1521";"51900";"Juva"
"1522";"51930";"Juva"
"1523";"51940";"Juva"
"1524";"51980";"Juva"
"1525";"52100";"Mikkeli"
"1526";"52110";"Mikkeli"
"1527";"52150";"Mikkeli"
"1528";"52200";"Puumala"
"1529";"52230";"Puumala"
"1530";"52270";"Puumala"
"1531";"52300";"Mikkeli"
"1532";"52320";"Mikkeli"
"1533";"52330";"Mikkeli"
"1534";"52340";"Mikkeli"
"1535";"52360";"Mikkeli"
"1536";"52420";"Mikkeli"
"1537";"52510";"Hirvensalmi"
"1538";"52520";"Hirvensalmi"
"1539";"52550";"Hirvensalmi"
"1540";"52610";"Hirvensalmi"
"1541";"52620";"Hirvensalmi"
"1542";"52700";"Mäntyharju"
"1543";"52720";"Mäntyharju"
"1544";"52730";"Mäntyharju"
"1545";"52740";"Mäntyharju"
"1546";"52760";"Mäntyharju"
"1547";"52780";"Mikkeli"
"1548";"52830";"Mikkeli"
"1549";"52850";"Mäntyharju"
"1550";"52890";"Mäntyharju"
"1551";"52920";"Kouvola"
"1552";"52960";"Mäntyharju"
"1553";"52970";"Mäntyharju"
"1554";"52980";"Heinola"
"1555";"53100";"Lappeenranta"
"1556";"53130";"Lappeenranta"
"1557";"53200";"Lappeenranta"
"1558";"53300";"Lappeenranta"
"1559";"53400";"Lappeenranta"
"1560";"53420";"Lappeenranta"
"1561";"53500";"Lappeenranta"
"1562";"53550";"Lappeenranta"
"1563";"53600";"Lappeenranta"
"1564";"53650";"Lappeenranta"
"1565";"53810";"Lappeenranta"
"1566";"53830";"Lappeenranta"
"1567";"53850";"Lappeenranta"
"1568";"53900";"Lappeenranta"
"1569";"53920";"Lappeenranta"
"1570";"53950";"Lappeenranta"
"1571";"54100";"Lappeenranta"
"1572";"54110";"Lappeenranta"
"1573";"54120";"Lappeenranta"
"1574";"54190";"Lappeenranta"
"1575";"54230";"Lappeenranta"
"1576";"54250";"Lappeenranta"
"1577";"54260";"Lappeenranta"
"1578";"54270";"Lappeenranta"
"1579";"54300";"Lappeenranta"
"1580";"54310";"Lappeenranta"
"1581";"54330";"Lappeenranta"
"1582";"54390";"Lappeenranta"
"1583";"54410";"Lappeenranta"
"1584";"54430";"Lappeenranta"
"1585";"54460";"Lappeenranta"
"1586";"54490";"Miehikkälä"
"1587";"54500";"Luumäki"
"1588";"54510";"Luumäki"
"1589";"54530";"Luumäki"
"1590";"54550";"Luumäki"
"1591";"54580";"Luumäki"
"1592";"54590";"Luumäki"
"1593";"54710";"Lemi"
"1594";"54720";"Lemi"
"1595";"54750";"Savitaipale"
"1596";"54770";"Savitaipale"
"1597";"54800";"Savitaipale"
"1598";"54820";"Lemi"
"1599";"54850";"Lemi"
"1600";"54915";"Taipalsaari"
"1601";"54920";"Taipalsaari"
"1602";"54930";"Taipalsaari"
"1603";"54940";"Taipalsaari"
"1604";"54950";"Savitaipale"
"1605";"54960";"Taipalsaari"
"1606";"55100";"Imatra"
"1607";"55120";"Imatra"
"1608";"55300";"Lappeenranta"
"1609";"55320";"Lappeenranta"
"1610";"55330";"Lappeenranta"
"1611";"55400";"Imatra"
"1612";"55420";"Imatra"
"1613";"55510";"Imatra"
"1614";"55610";"Imatra"
"1615";"55700";"Imatra"
"1616";"55800";"Imatra"
"1617";"55910";"Imatra"
"1618";"56100";"Ruokolahti"
"1619";"56120";"Ruokolahti"
"1620";"56140";"Ruokolahti"
"1621";"56210";"Ruokolahti"
"1622";"56310";"Ruokolahti"
"1623";"56330";"Ruokolahti"
"1624";"56350";"Taipalsaari"
"1625";"56410";"Ruokolahti"
"1626";"56440";"Ruokolahti"
"1627";"56510";"Ruokolahti"
"1628";"56550";"Rautjärvi"
"1629";"56610";"Rautjärvi"
"1630";"56640";"Rautjärvi"
"1631";"56710";"Rautjärvi"
"1632";"56730";"Rautjärvi"
"1633";"56800";"Rautjärvi"
"1634";"57100";"Savonlinna"
"1635";"57120";"Savonlinna"
"1636";"57130";"Savonlinna"
"1637";"57170";"Savonlinna"
"1638";"57200";"Savonlinna"
"1639";"57210";"Savonlinna"
"1640";"57220";"Savonlinna"
"1641";"57230";"Savonlinna"
"1642";"57310";"Savonlinna"
"1643";"57510";"Savonlinna"
"1644";"57600";"Savonlinna"
"1645";"57710";"Savonlinna"
"1646";"57810";"Savonlinna"
"1647";"58130";"Savonlinna"
"1648";"58140";"Savonlinna"
"1649";"58150";"Savonlinna"
"1650";"58160";"Enonkoski"
"1651";"58170";"Enonkoski"
"1652";"58175";"Enonkoski"
"1653";"58180";"Enonkoski"
"1654";"58200";"Savonlinna"
"1655";"58220";"Savonlinna"
"1656";"58260";"Savonlinna"
"1657";"58300";"Savonlinna"
"1658";"58320";"Savonlinna"
"1659";"58350";"Kitee"
"1660";"58360";"Savonlinna"
"1661";"58390";"Savonlinna"
"1662";"58410";"Savonlinna"
"1663";"58420";"Savonlinna"
"1664";"58430";"Savonlinna"
"1665";"58450";"Savonlinna"
"1666";"58500";"Savonlinna"
"1667";"58520";"Savonlinna"
"1668";"58550";"Savonlinna"
"1669";"58570";"Savonlinna"
"1670";"58580";"Savonlinna"
"1671";"58610";"Sulkava"
"1672";"58620";"Sulkava"
"1673";"58650";"Savonlinna"
"1674";"58680";"Savonlinna"
"1675";"58690";"Savonlinna"
"1676";"58700";"Sulkava"
"1677";"58720";"Sulkava"
"1678";"58770";"Savonlinna"
"1679";"58810";"Savonlinna"
"1680";"58830";"Rantasalmi"
"1681";"58850";"Rantasalmi"
"1682";"58900";"Rantasalmi"
"1683";"58910";"Rantasalmi"
"1684";"58920";"Rantasalmi"
"1685";"58940";"Rantasalmi"
"1686";"59100";"Parikkala"
"1687";"59130";"Parikkala"
"1688";"59210";"Parikkala"
"1689";"59310";"Parikkala"
"1690";"59320";"Parikkala"
"1691";"59410";"Parikkala"
"1692";"59510";"Parikkala"
"1693";"59520";"Parikkala"
"1694";"59530";"Parikkala"
"1695";"59610";"Parikkala"
"1696";"59710";"Parikkala"
"1697";"59720";"Parikkala"
"1698";"59730";"Parikkala"
"1699";"59800";"Kitee"
"1700";"59810";"Kitee"
"1701";"59820";"Kitee"
"1702";"60100";"Seinäjoki"
"1703";"60120";"Seinäjoki"
"1704";"60150";"Seinäjoki"
"1705";"60200";"Seinäjoki"
"1706";"60220";"Seinäjoki"
"1707";"60280";"Seinäjoki"
"1708";"60320";"Seinäjoki"
"1709";"60420";"Seinäjoki"
"1710";"60450";"Ilmajoki"
"1711";"60510";"Seinäjoki"
"1712";"60550";"Seinäjoki"
"1713";"60560";"Seinäjoki"
"1714";"60640";"Seinäjoki"
"1715";"60720";"Ilmajoki"
"1716";"60760";"Ilmajoki"
"1717";"60800";"Ilmajoki"
"1718";"61100";"Seinäjoki"
"1719";"61110";"Seinäjoki"
"1720";"61120";"Seinäjoki"
"1721";"61140";"Seinäjoki"
"1722";"61150";"Alavus"
"1723";"61160";"Seinäjoki"
"1724";"61170";"Alavus"
"1725";"61180";"Seinäjoki"
"1726";"61220";"Kurikka"
"1727";"61230";"Kurikka"
"1728";"61250";"Kurikka"
"1729";"61270";"Kurikka"
"1730";"61280";"Kurikka"
"1731";"61290";"Kurikka"
"1732";"61300";"Kurikka"
"1733";"61310";"Kurikka"
"1734";"61330";"Ilmajoki"
"1735";"61340";"Ilmajoki"
"1736";"61350";"Ilmajoki"
"1737";"61360";"Kurikka"
"1738";"61370";"Kurikka"
"1739";"61380";"Kurikka"
"1740";"61400";"Seinäjoki"
"1741";"61410";"Seinäjoki"
"1742";"61430";"Seinäjoki"
"1743";"61440";"Seinäjoki"
"1744";"61450";"Seinäjoki"
"1745";"61460";"Seinäjoki"
"1746";"61470";"Seinäjoki"
"1747";"61500";"Isokyrö"
"1748";"61520";"Isokyrö"
"1749";"61550";"Isokyrö"
"1750";"61560";"Isokyrö"
"1751";"61600";"Kurikka"
"1752";"61630";"Kurikka"
"1753";"61640";"Kurikka"
"1754";"61650";"Seinäjoki"
"1755";"61680";"Kurikka"
"1756";"61710";"Kurikka"
"1757";"61720";"Kurikka"
"1758";"61730";"Kurikka"
"1759";"61760";"Kurikka"
"1760";"61800";"Kauhajoki"
"1761";"61810";"Kauhajoki"
"1762";"61820";"Kauhajoki"
"1763";"61840";"Teuva"
"1764";"61850";"Kauhajoki"
"1765";"61860";"Kauhajoki"
"1766";"61880";"Kauhajoki"
"1767";"61910";"Kauhajoki"
"1768";"61920";"Kauhajoki"
"1769";"61940";"Kauhajoki"
"1770";"61950";"Kauhajoki"
"1771";"61960";"Kauhajoki"
"1772";"61980";"Kauhajoki"
"1773";"62100";"Lapua"
