"";"neighborhood";"apartment_type";"building_type";"square_meters";"price";"price_per_sqm";"year_built";"floor";"elevator";"condition";"property_type";"energy_classification";"post_code";"apartment_type_cleaned";"number_of_rooms";"sauna_dummy";"own_floor";"max_floor";"elevator_dummy";"condition_unrecorded_dummy";"condition_adequate_dummy";"condition_good_dummy";"age_of_building";"own_property_dummy";"energy_class_cleaned";"energy_class_A_dummy";"energy_class_B_dummy";"energy_class_C_dummy";"energy_class_D_dummy";"energy_class_E_dummy";"energy_class_F_dummy";"energy_class_G_dummy";"energy_class_missing_dummy";"one_room_dummy";"two_rooms_dummy";"three_rooms_dummy";"four_or_more_rooms_dummy";"room_information_missing_dummy";"row_house_dummy";"town_house_dummy"
"2013";"Kallio";"3h, avok, kph, vh";"kt";57;"370000";"6491";"1959";"3/7";"on";"hyvä";"oma";"F2013";"00530";"3h+avok+kph+vh";3;0;3;7;1;0;0;1;61;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"2014";"Merihaka";"3h+k";"kt";52,5;"280000";"5333";"1974";"12/14";"on";"tyyd.";"oma";"B2018";"00530";"3h+k";3;0;12;14;1;0;1;0;46;1;"B";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"2016";"Kallio";"2-3h+avok+kh";"kt";80;"475000";"5938";"1926";"7/7";"on";"hyvä";"oma";"F2013";"00530";"2-3h+avok+kh";3;0;7;7;1;0;0;1;94;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"2018";"Kallio";"3h, k, kph, vh, p";"kt";63,5;"398000";"6268";"1961";"2/6";"on";"hyvä";"oma";"F2013";"00530";"3h+k+kph+vh+p";3;0;2;6;1;0;0;1;59;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"2020";"Hakaniemi";"3h, avok, sauna...";"kt";67,5;"636500";"9430";"2019";"4/5";"on";"hyvä";"oma";"D2018";"00530";"3h+avok+sauna...";3;1;4;5;1;0;0;1;1;1;"D";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"2021";"Kallio";"3h, avok, sauna...";"kt";63,5;"561000";"8835";"2019";"2/4";"on";"hyvä";"oma";"D2018";"00530";"3h+avok+sauna...";3;1;2;4;1;0;0;1;1;1;"D";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"2023";"Merihaka";"2-3h, k, kph, l...";"kt";52,5;"298000";"5676";"1975";"12/14";"on";"tyyd.";"oma";"E2018";"00530";"2-3h+k+kph+l...";3;0;12;14;1;0;1;0;45;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"2024";"Kallio";"3h, k, 2 kph&wc...";"kt";93;"650000";"6989";"1913";"3/6";"on";"hyvä";"oma";"E2007";"00530";"3h+k+2kph&wc...";3;0;3;6;1;0;0;1;107;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"2025";"Kallio";"3h+k+s";"kt";81;"462000";"5704";"1983";"7/7";"on";"tyyd.";"oma";"E2013";"00530";"3h+k+s";3;1;7;7;1;0;1;0;37;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"2026";"Kallio";"3 h, avok, kph";"kt";66;"350000";"5303";"1940";"3/7";"on";"hyvä";"oma";"F2013";"00530";"3h+avok+kph";3;0;3;7;1;0;0;1;80;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"2027";"Kallio";"3h, avok, kph";"kt";66,5;"345000";"5188";"1962";"1/8";"on";"hyvä";"oma";NA;"00530";"3h+avok+kph";3;0;1;8;1;0;0;1;58;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"2028";"Kallio";"3h+avokeitti...";"kt";65;"420000";"6462";"1962";"1/7";"on";"hyvä";"oma";"G2013";"00530";"3h+avokeitti...";3;0;1;7;1;0;0;1;58;1;"G";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"2029";"Kallio";"3 h, keitti...";"kt";79;"409000";"5177";"1914";"3/6";"on";"hyvä";"oma";"F2013";"00530";"3h+keitti...";3;0;3;6;1;0;0;1;106;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"2030";"Vallila";"1h, k, kph, wc";"kt";34;"231500";"6809";"1929";"3/4";"ei";"tyyd.";"oma";"G2013";"00550";"1h+k+kph+wc";1;0;3;4;0;0;1;0;91;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"2031";"Vallila";"1h, k, alk, kph";"kt";55;"335000";"6091";"1929";"4/4";"on";"hyvä";"oma";"E2018";"00550";"1h+k+alk+kph";1;0;4;4;1;0;0;1;91;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2032";"Hermanni";"1h, avok, kph, vh";"kt";30;"210000";"7000";"1957";"2/6";"on";"hyvä";"vuokra";"E2007";"00550";"1h+avok+kph+vh";1;0;2;6;1;0;0;1;63;0;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2033";"Vallila";"1h, k";"kt";51;"308000";"6039";"1926";"3/4";"ei";"hyvä";"vuokra";"E2007";"00550";"1h+k";1;0;3;4;0;0;0;1;94;0;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2034";"Vallila";"1 h, k, kph, al...";"kt";48;"265000";"5521";"1929";"1/4";"ei";"hyvä";"vuokra";"F2007";"00550";"1h+k+kph+al...";1;0;1;4;0;0;0;1;91;0;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"2035";"Vallila";"1h, k, kph";"kt";48;"252075";"5252";"1927";"2/4";"ei";"hyvä";"vuokra";"F2013";"00550";"1h+k+kph";1;0;2;4;0;0;0;1;93;0;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"2036";"Vallila";"1h, k, kph, parvi";"kt";35,5;"257000";"7239";"1929";"4/5";"on";"tyyd.";"oma";"E2018";"00550";"1h+k+kph+parvi";1;0;4;5;1;0;1;0;91;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2037";"Hermanni";"1h, kk, kph, ra...";"kt";26;"185000";"7115";"1959";"1/4";"ei";"huono";"vuokra";"E2007";"00550";"1h+kk+kph+ra...";1;0;1;4;0;0;0;0;61;0;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2038";"Vallila";"1h+k";"kt";24;"198000";"8250";"1929";"1/4";"ei";"hyvä";"oma";NA;"00550";"1h+k";1;0;1;4;0;0;0;1;91;1;"missing";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"2039";"Vallila";"1 huone makuual...";"kt";43;"243500";"5663";"1926";"3/4";"ei";"tyyd.";"vuokra";"E2007";"00550";"1huonemakuual...";1;0;3;4;0;0;1;0;94;0;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2040";"Vallila";"1h, k (yht.j...";"kt";34,8;"240000";"6897";"1928";"3/4";"ei";"hyvä";"oma";"C2013";"00550";"1h+k(yht.j...";1;0;3;4;0;0;0;1;92;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"2041";"Vallila";"1h+kk+alk";"kt";31;"231000";"7452";"1929";"3/3";"ei";"tyyd.";"oma";NA;"00550";"1h+kk+alk";1;0;3;3;0;0;1;0;91;1;"missing";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"2042";"Hermanni";"1h, avokeitti...";"kt";25;"189000";"7560";"1955";"1/4";"ei";"hyvä";"vuokra";"E2018";"00550";"1h+avokeitti...";1;0;1;4;0;0;0;1;65;0;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2043";"Vallila/hermanni";"1h,avok,ph,eril...";"kt";28,5;"129000";"4526";"1928";"4/5";"on";"tyyd.";"vuokra";"D2007";"00550";"1h+avok+ph+eril...";1;0;4;5;1;0;1;0;92;0;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"2045";"Vallila";"1h, kk";"kt";29;"188001";"6483";"1958";"3/4";"ei";"tyyd.";"vuokra";"D2007";"00550";"1h+kk";1;0;3;4;0;0;1;0;62;0;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"2046";"Vallila";"1 h + k";"kt";35;"232000";"6629";"1926";"2/4";"ei";"tyyd.";"vuokra";"E2007";"00550";"1h+k";1;0;2;4;0;0;1;0;94;0;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2047";"Vallila";"1h, alkovi, kei...";"kt";40;"251000";"6275";"1927";"-1/4";"ei";"hyvä";"vuokra";"F2013";"00550";"1h+alkovi+kei...";1;0;-1;4;0;0;0;1;93;0;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"2048";"Hermanni";"1h,kk,wc";"kt";22;"125602";"5709";"1955";"6/6";"ei";"huono";"vuokra";"D2007";"00550";"1h+kk+wc";1;0;6;6;0;0;0;0;65;0;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"2049";"Hermanni";"1h, kk, kh";"kt";29;"171000";"5897";"1957";"4/4";"ei";" ";"vuokra";"D2007";"00550";"1h+kk+kh";1;0;4;4;0;1;0;0;63;0;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"2050";"Vallila";"1h+k+alkovi+kph";"kt";33;"262700";"7961";"1921";"2/2";"ei";"hyvä";"vuokra";NA;"00550";"1h+k+alkovi+kph";1;0;2;2;0;0;0;1;99;0;"missing";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"2051";"Vallila";"1h,k,kh";"kt";40;"276000";"6900";"1925";"3/4";"ei";"hyvä";"vuokra";"E2007";"00550";"1h+k+kh";1;0;3;4;0;0;0;1;95;0;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2052";"Vallila";"3h+avok.+kph";"kt";58;"383000";"6603";"1927";"3/4";"ei";"hyvä";"oma";"G2013";"00550";"3h+avok.+kph";3;0;3;4;0;0;0;1;93;1;"G";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"2053";"Hermanni";"3h, avokeitti...";"kt";71;"485000";"6831";"2013";"1/7";"on";"hyvä";"oma";"B2018";"00550";"3h+avokeitti...";3;0;1;7;1;0;0;1;7;1;"B";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"2056";"Vallila";"2h, keittiö...";"kt";60;"329000";"5483";"1965";"2/3";"ei";"hyvä";"vuokra";"E2007";"00550";"2h+keittiö...";2;0;2;3;0;0;0;1;55;0;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2057";"Hermanni";"2h, k, kph, p";"kt";55;"320000";"5818";"1959";"1/4";"ei";"hyvä";"vuokra";"E2013";"00550";"2h+k+kph+p";2;0;1;4;0;0;0;1;61;0;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2058";"Hermanni";"2h, keittiö...";"kt";47;"290500";"6181";"1960";"3/4";"ei";"hyvä";"vuokra";"E2007";"00550";"2h+keittiö...";2;0;3;4;0;0;0;1;60;0;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2060";"Vallila, hermanni";"2h+k+m.alk";"kt";53;"285000";"5377";"1958";"6/6";"on";"hyvä";"vuokra";"E2013";"00550";"2h+k+m.alk";2;0;6;6;1;0;0;1;62;0;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2061";"Hermanni";"2h, k, vh, parveke";"kt";54,5;"320000";"5872";"1957";"3/4";"on";"hyvä";"vuokra";"F2013";"00550";"2h+k+vh+parveke";2;0;3;4;1;0;0;1;63;0;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"2062";"Hermanni";"2h, kk, kph, ra...";"kt";37;"228000";"6162";"1959";"1/4";"ei";"hyvä";"vuokra";"E2007";"00550";"2h+kk+kph+ra...";2;0;1;4;0;0;0;1;61;0;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2063";"Vallila";"2h, avokeitti...";"kt";46,3;"277000";"5983";"1925";"2/5";"ei";"hyvä";"oma";"E2007";"00550";"2h+avokeitti...";2;0;2;5;0;0;0;1;95;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2064";"Hermanni";"2h+k+kh+p";"kt";51;"255000";"5000";"1958";"4/4";"ei";"huono";"vuokra";"F2013";"00550";"2h+k+kh+p";2;0;4;4;0;0;0;0;62;0;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"2066";"Vallila";"2h, k, kph";"kt";44;"242000";"5500";"1928";"3/6";"on";"tyyd.";"oma";NA;"00550";"2h+k+kph";2;0;3;6;1;0;1;0;92;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"2068";"Hermanni";"2h, k, kph, vh, p";"kt";58;"282000";"4862";"1954";"3/6";"on";"huono";"vuokra";"D2007";"00550";"2h+k+kph+vh+p";2;0;3;6;1;0;0;0;66;0;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"2069";"Hermanni";"2h, avok, kph, ...";"kt";43,5;"285000";"6552";"1954";"2/6";"on";"hyvä";"vuokra";"D2007";"00550";"2h+avok+kph+...";2;0;2;6;1;0;0;1;66;0;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"2070";"Vallila";"2h, k, kph, vh";"kt";51,5;"321000";"6233";"1927";"1/3";"ei";"tyyd.";"oma";"G2013";"00550";"2h+k+kph+vh";2;0;1;3;0;0;1;0;93;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"2071";"Vallila";"2h+k+kph";"kt";46;"260000";"5652";"1950";"1/4";"ei";"tyyd.";"oma";NA;"00550";"2h+k+kph";2;0;1;4;0;0;1;0;70;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"2072";"Hermanni";"2h,k,kh,vh,parveke";"kt";50;"275000";"5500";"1960";"3/4";"ei";"tyyd.";"vuokra";"F2007";"00550";"2h+k+kh+vh+parveke";2;0;3;4;0;0;1;0;60;0;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"2074";"Vallila";"2h, avok, alk, kph";"kt";50,7;"339000";"6686";"1926";"3/4";"ei";"hyvä";"vuokra";"E2007";"00550";"2h+avok+alk+kph";2;0;3;4;0;0;0;1;94;0;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2075";"Hermanni";"2h+k+vaatehuone...";"kt";54;"278000";"5148";"1958";"2/4";"ei";"tyyd.";"vuokra";"E2007";"00550";"2h+k+vaatehuone...";2;0;2;4;0;0;1;0;62;0;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2076";"Hermanni";"2h+k+kph+las.pa...";"kt";46,5;"276000";"5935";"1962";"3/4";"ei";"hyvä";"vuokra";"E2007";"00550";"2h+k+kph+las.pa...";2;0;3;4;0;0;0;1;58;0;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2077";"Vallila";"2h,avok. kh,par...";"kt";49;"311000";"6347";"1953";"5/7";"on";"tyyd.";"oma";"E2013";"00550";"2h+avok.kh+par...";2;0;5;7;1;0;1;0;67;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2078";"Vallila";"2h+kk+s";"kt";45;"283000";"6289";"1923";"4/4";"ei";"hyvä";"vuokra";"D2013";"00550";"2h+kk+s";2;1;4;4;0;0;0;1;97;0;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"2080";"Arabianranta";"1h,avok,kh,p";"kt";40;"275000";"6875";"2005";"1/4";"on";"tyyd.";"oma";"E2013";"00560";"1h+avok+kh+p";1;0;1;4;1;0;1;0;15;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2081";"Vanhakaupunki";"1h+k";"kt";25,6;"185000";"7227";"1948";"3/4";"ei";"tyyd.";"vuokra";"F2018";"00560";"1h+k";1;0;3;4;0;0;1;0;72;0;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"2082";"Toukola";"3h, k, kph, et,...";"kt";60,2;"380000";"6312";"1958";"3/4";"ei";"hyvä";"vuokra";"E2007";"00560";"3h+k+kph+et+...";3;0;3;4;0;0;0;1;62;0;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"2084";"Vanhankaupunginkoski";"3h, avok, kph, ...";"kt";63,5;"350000";"5512";"2007";"2/7";"on";"hyvä";"oma";"C2007";"00560";"3h+avok+kph+...";3;0;2;7;1;0;0;1;13;1;"C";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"2085";"Toukola";"3 h+kk+kph";"kt";54,5;"316000";"5798";"1946";"2/4";"on";"hyvä";"vuokra";"G2013";"00560";"3h+kk+kph";3;0;2;4;1;0;0;1;74;0;"G";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"2086";"Arabianranta";"3h+avok+khh-til...";"kt";74,5;"505000";"6779";"2013";"4/4";"on";"hyvä";"oma";"A2007";"00560";"3h+avok+khh-til...";3;0;4;4;1;0;0;1;7;1;"A";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"2088";"Toukola";"3h, kk";"kt";54,5;"317000";"5817";"1946";"4/4";"on";"hyvä";"vuokra";"G2013";"00560";"3h+kk";3;0;4;4;1;0;0;1;74;0;"G";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"2089";"Vanhankaupunginkoski";"2h, k, s, p";"kt";52;"318000";"6115";"2008";"2/5";"on";"hyvä";"oma";"E2013";"00560";"2h+k+s+p";2;1;2;5;1;0;0;1;12;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2090";"Arabianranta";"2h,avok,kh,lasi...";"kt";42,5;"309155";"7274";"2015";"6/11";"on";"hyvä";"vuokra";"C2018";"00560";"2h+avok+kh+lasi...";2;0;6;11;1;0;0;1;5;0;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"2092";"Toukola";"2 h+avokeitti...";"kt";55;"257000";"4673";"1927";"1/2";"ei";"hyvä";"vuokra";NA;"00560";"2h+avokeitti...";2;0;1;2;0;0;0;1;93;0;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"2096";"Viikinranta";"2H+K+S";"kt";54;"288000";"5333";"1985";"1/2";"ei";"hyvä";"vuokra";"F2007";"00560";"2h+k+s";2;1;1;2;0;0;0;1;35;0;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"2097";"Toukola";"2h, kk, kph, p";"kt";35,8;"237000";"6620";"1948";"2/4";"ei";"hyvä";"vuokra";"F2018";"00560";"2h+kk+kph+p";2;0;2;4;0;0;0;1;72;0;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"2098";"Arabia";"2h, k, sauna, v...";"kt";47,5;"343000";"7221";"2001";"6/6";"on";"hyvä";"oma";NA;"00560";"2h+k+sauna+v...";2;1;6;6;1;0;0;1;19;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"2099";"Toukola";"2 h+kk+kph";"kt";41,6;"270000";"6490";"1946";"-1/4";"on";"hyvä";"vuokra";"G2013";"00560";"2h+kk+kph";2;0;-1;4;1;0;0;1;74;0;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"2100";"Arabianranta";"2h, k, kph, s, ...";"kt";63,5;"398000";"6268";"2013";"3/5";"on";"hyvä";"oma";"A2007";"00560";"2h+k+kph+s+...";2;1;3;5;1;0;0;1;7;1;"A";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"2102";"Kumpula";"2h+kk+wc";"kt";39;"255000";"6538";"1939";" ";"ei";"hyvä";"vuokra";"G2013";"00560";"2h+kk+wc";2;0;NA;NA;0;0;0;1;81;0;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"2103";"Arabianranta";"2h, k, kph, sau...";"kt";63,5;"412000";"6488";"2013";"3/4";"on";"hyvä";"oma";"A2007";"00560";"2h+k+kph+sau...";2;1;3;4;1;0;0;1;7;1;"A";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"2104";"Toukola";"2h+k";"kt";42,5;"216000";"5082";"1969";"4/4";"ei";"tyyd.";"vuokra";"E2007";"00560";"2h+k";2;0;4;4;0;0;1;0;51;0;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2106";"Vanhankaupunginkoski";"2 h, yhtiö...";"rt";46;"289000";"6283";"1909";"1/2";"ei";"hyvä";"vuokra";NA;"00560";"2h+yhtiö...";2;0;1;2;0;0;0;1;111;0;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
"2107";" arabianranta, toukola, vanhakaupunki";"2h+kk+kph+p";"kt";38;"250000";"6579";"1949";"2/4";"ei";"hyvä";"vuokra";"F2018";"00560";"2h+kk+kph+p";2;0;2;4;0;0;0;1;71;0;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"2108";"Arabianranta";"2h+k+s";"kt";61;"338000";"5541";"2008";"5/8";"on";"hyvä";"oma";"E2013";"00560";"2h+k+s";2;1;5;8;1;0;0;1;12;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2109";"Arabianranta";"4h, k, kph/wc, ...";"kt";106,5;"568443";"5337";"2008";"7/7";"on";"hyvä";"vuokra";"E2007";"00560";"4h+k+kph/wc+...";4;0;7;7;1;0;0;1;12;0;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"2110";"Vanhankaupunginkoski";"4h,k,s,2kph,2wc...";"rt";152,5;"840000";"5508";"2011";"-1/3";"ei";"hyvä";"vuokra";"A2007";"00560";"4h+k+s+2kph+2wc...";4;1;-1;3;0;0;0;1;9;0;"A";1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"2111";"Viikinmäki";"4h, k, kph, wc,...";"kt";78;"315000";"4038";"1964";"2/2";"ei";"hyvä";"oma";NA;"00560";"4h+k+kph+wc+...";4;0;2;2;0;0;0;1;56;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"2113";"Kulosaari";"1h, kk+kph+lasi...";"kt";29;"193000";"6655";"1979";"2/4";"on";"hyvä";"oma";"E2018";"00570";"1h+kk+kph+lasi...";1;0;2;4;1;0;0;1;41;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2114";"Kulosaari";"1 h, kk, kh, la...";"kt";29;"177000";"6103";"1995";"3/3";"on";"tyyd.";"vuokra";"E2013";"00570";"1h+kk+kh+la...";1;0;3;3;1;0;1;0;25;0;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2115";"Kulosaari";"1h+kk+kh+parveke";"kt";32;"211000";"6594";"1960";"3/3";"ei";"tyyd.";"oma";"G2013";"00570";"1h+kk+kh+parveke";1;0;3;3;0;0;1;0;60;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"2116";"Kulosaari";"1h, kt, kph ( y...";"kt";34,5;"209000";"6058";"1961";"4/4";"on";"hyvä";"oma";"E2013";"00570";"1h+kt+kph(y...";1;0;4;4;1;0;0;1;59;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2117";"Kulosaari";"1h+k+kph";"kt";32;"242000";"7563";"1960";"1/4";"on";"hyvä";"oma";"E2007";"00570";"1h+k+kph";1;0;1;4;1;0;0;1;60;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2118";"Kulosaari";"1h, kk, kph, pa...";"kt";27;"200000";"7407";"1960";"3/4";"ei";"tyyd.";"oma";"E2007";"00570";"1h+kk+kph+pa...";1;0;3;4;0;0;1;0;60;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"2119";"Kulosaari";"1h, k, alkovi, ...";"kt";28,5;"202000";"7088";"1959";"2/3";"ei";"hyvä";"oma";"F2013";"00570";"1h+k+alkovi+...";1;0;2;3;0;0;0;1;61;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"2121";"Kulosaari";"3h+k+kh+parv.";"kt";77,5;"401000";"5174";"1960";"3/4";"on";"tyyd.";"oma";"E2007";"00570";"3h+k+kh+parv.";3;0;3;4;1;0;1;0;60;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"2122";"Kulosaari";"3h+avok+kph+vh+...";"kt";66,5;"427000";"6421";"1960";"1/4";"on";"hyvä";"oma";"E2007";"00570";"3h+avok+kph+vh+...";3;0;1;4;1;0;0;1;60;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"2123";"Kulosaari";"3h+k+kph+p";"kt";75;"395000";"5267";"1961";"3/4";"on";"tyyd.";"oma";"E2013";"00570";"3h+k+kph+p";3;0;3;4;1;0;1;0;59;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"2126";"Kulosaari";"2h, kk, kph, la...";"kt";45;"223000";"4956";"1995";"2/3";"on";"tyyd.";"vuokra";"E2013";"00570";"2h+kk+kph+la...";2;0;2;3;1;0;1;0;25;0;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2128";"Kulosaari";"2 h, kk, kph, p ";"kt";44;"269000";"6114";"1960";"4/4";"on";"tyyd.";"oma";"E2007";"00570";"2h+kk+kph+p";2;0;4;4;1;0;1;0;60;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2129";"Kulosaari";"2h,k, lasitettu...";"kt";55,5;"295000";"5315";"1960";"3/5";"on";"tyyd.";"oma";NA;"00570";"2h+k+lasitettu...";2;0;3;5;1;0;1;0;60;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"2130";"Kulosaari";"2h+k+parveke (y...";"kt";51;"301200";"5906";"1961";"2/4";"on";"hyvä";"oma";"E2007";"00570";"2h+k+parveke(y...";2;0;2;4;1;0;0;1;59;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2131";"Kulosaari";"2h+k+parveke";"kt";52,5;"297000";"5657";"1962";"1/4";"on";"hyvä";"oma";"D2007";"00570";"2h+k+parveke";2;0;1;4;1;0;0;1;58;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"2132";"Kulosaari";"2h + kk";"kt";43;"255000";"5930";"1961";"1/4";"on";"hyvä";"oma";"E2007";"00570";"2h+kk";2;0;1;4;1;0;0;1;59;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2134";"Kulosaari";"4 h + k + parveke";"kt";88,5;"482000";"5446";"1962";"3/4";"on";"tyyd.";"oma";"D2007";"00570";"4h+k+parveke";4;0;3;4;1;0;1;0;58;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"2135";"Kulosaari";"7h+k+sauna";"rt";245;"1155000";"4714";"1965";"-1/2";"ei";"hyvä";"oma";"E2013";"00570";"7h+k+sauna";7;1;-1;2;0;0;0;1;55;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;1;0
"2136";"Kulosaari";"3-4h, k, rt, kp...";"kt";86,5;"504000";"5827";"1960";"2/3";"ei";"hyvä";"oma";"E2018";"00570";"3-4h+k+rt+kp...";4;0;2;3;0;0;0;1;60;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"2137";"";"5h,2kph,s,3wc,k...";"ok";148,4;"948000";"6388";"2005";"1/4";"ei";"hyvä";"oma";"D2007";"00570";"5h+2kph+s+3wc+k...";5;1;1;4;0;0;0;1;15;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"2138";"Sörnäinen";"1h, avok, terassi";"kt";24;"218000";"9083";"2019";"1/3";"on";"hyvä";"oma";"D2013";"00580";"1h+avok+terassi";1;0;1;3;1;0;0;1;1;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"2139";"Sörnäinen";"1h, avok, alkov...";"kt";36;"275000";"7639";"2019";"3/3";"on";"hyvä";"oma";"G2018";"00580";"1h+avok+alkov...";1;0;3;3;1;0;0;1;1;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
