objectid,posti_alue,vuosi,nimi,namn,kunta,kuntanro,pinta_ala,xcoord,ycoord
290,07130,2020,Anttila,Andersböle,638,638,27053434.94922,412434.14996,6695091.76568
291,07150,2020,Laukkoski,Laukkoski,611,611,45165304.77490,411986.15397,6701511.98483
292,07170,2020,Keski-Pornainen,Keski-Pornainen,611,611,44447844.41846,410189.85978,6706503.84902
293,07190,2020,Halkia,Halkia,611,611,53370254.19678,406744.04722,6710394.06950
294,07220,2020,Kaarenkylä,Karsby,638,638,23983353.62695,418005.33730,6705529.25851
295,07230,2020,Askola,Askola,018,18,38808069.93604,417032.11750,6709566.34465
296,07280,2020,Ilola,Illby,638,638,72875960.31201,432875.26166,6705222.56919
297,07310,2020,Sannainen,Sannäs,638,638,16868732.06299,433281.45650,6697900.26434
298,07320,2020,Jakari-Sannäs,Jackarby-Sannäs,638,638,26274113.98291,439794.93021,6697408.92592
299,07350,2020,Gäddrag,Gäddrag,638,638,4031561.85278,438082.98255,6685055.67574
300,07360,2020,Tirmo,Tirmo,638,638,6301848.96484,439951.44378,6680173.00669
301,07370,2020,Pellinki,Pellinge,638,638,15410233.27686,440811.22848,6676686.66270
302,07390,2020,Suurpellinki,Storpellinge,638,638,9682078.04199,435601.27801,6675389.65836
303,07410,2020,Kråkö,Kråkö,638,638,5306627.43213,426289.83514,6690447.82570
304,07450,2020,Voolahti,Vålax,638,638,12996758.84131,435284.49133,6685431.25609
305,07500,2020,Askola Kirkonkylä,Askola kyrkby,018,18,19721976.84253,423983.46370,6712511.49929
306,07510,2020,Askola,Askola,018,18,27645847.38257,420651.11261,6710415.46127
307,07530,2020,Askola,Askola,018,18,36213129.83960,421243.18516,6716360.74879
308,07550,2020,Torpinkylä,Torpinkylä,616,616,19930636.33276,417854.50067,6721280.43206
309,07560,2020,Pukkila Keskus,Pukkila centrum,616,616,84634655.64429,420970.47953,6724823.53098
310,07565,2020,Kantele,Kantele,616,616,40094113.48901,428271.87645,6726471.48444
311,07580,2020,Askola,Askola,018,18,9041128.50903,426819.83621,6713190.85889
312,07590,2020,Askola,Askola,018,18,34071647.86792,428824.46663,6709518.41452
313,07600,2020,Myrskylä Keskus,Myrskylä centrum,504,504,159011378.49048,437285.08616,6723921.13874
314,07680,2020,Askola,Askola,018,18,57038931.22974,429844.60654,6715749.77883
315,07690,2020,Kankkila,Kankkila,504,504,28851681.44214,430955.63322,6721164.22157
316,07700,2020,Koskenkylän saha-alue,Forsby sågområde,434,434,40960505.46851,440757.58589,6709463.23098
317,07720,2020,Malmgård,Malmgård,434,434,20643142.46509,441813.24251,6713136.62463
318,07740,2020,Gammelby,Gammelby,434,434,62041275.90649,439766.61220,6703675.98986
319,07750,2020,Isnäs,Isnäs,434,434,70843164.99609,446824.27482,6690813.91560
320,07780,2020,Härkäpää,Härpe,434,434,30131552.13525,443265.08521,6685835.55993
321,07800,2020,Lapinjärvi Keskus,Lappträsk centrum,407,407,29536990.33008,455962.09271,6721410.10418
322,07810,2020,Ingermaninkylä,Ingermansby,407,407,42359764.16016,451903.68890,6721433.02114
323,07820,2020,Porlammi,Porlom,407,407,61592765.90308,446003.15546,6727147.72772
324,07830,2020,Pukaro,Pockar,407,407,43231383.43091,459027.55962,6727012.37816
325,07840,2020,Lindkoski,Lindkoski,407,407,34902230.05566,461835.15728,6721343.77575
326,07850,2020,Heikinkylä,Heikinkylä,407,407,43855905.51196,460164.31914,6716021.77204
327,07870,2020,Skinnarby,Skinnarby,434,434,50945838.90186,456428.07672,6712655.78349
328,07880,2020,Liljendal Keskus,Liljendal centrum,434,434,91938364.07983,447630.00726,6713385.21423
329,07890,2020,Mickelspiltom,Mickelspiltom,434,434,35568681.70874,445005.51833,6721281.04210
330,07900,2020,Loviisa Keskus,Lovisa centrum,434,434,138101942.88672,459560.52321,6698423.26139
331,07910,2020,Valko,Valkom,434,434,15990474.39746,457205.88081,6691148.32717
332,07920,2020,Etelä-Harju,Södra Åsen,434,434,1690604.15967,457408.75305,6700773.87558
333,07930,2020,Pernaja Kirkonkylä,Pernå kyrkby,434,434,40239944.20044,447954.74664,6702162.05361
334,07940,2020,Määrlahti,Märlax,434,434,11480723.43164,459580.64575,6703281.15298
335,07945,2020,Kuggom,Kuggom,434,434,39192139.13745,454806.49763,6707340.15367
336,07955,2020,Tesjoki,Tessjö,434,434,70654065.96582,464179.08608,6704861.76745
337,07960,2020,Ahvenkoski,Abborfors,434,434,19786699.79199,468451.75053,6706445.33624
338,07970,2020,Ruotsinpyhtää Keskus,Strömfors centrum,434,434,37225373.54883,468049.94507,6710967.83695
339,07980,2020,Kuninkaankylä,Kungsböle,434,434,61997424.31323,469411.92464,6715640.00701
340,07990,2020,Ruotsinkylä-Koskisto,Svenskby-Koskisto,434,434,55465921.87207,469486.86827,6721029.94118
341,08100,2020,Lohja Keskus,Lojo centrum,444,444,65702450.78137,333441.12964,6683032.25019
342,08150,2020,Keskilohja,Keskilohja,444,444,7715465.44092,338646.05091,6681706.95889
343,08200,2020,Ojamo,Ojamo,444,444,4450290.82764,335506.88536,6680680.48061
344,08350,2020,Routio,Routio,444,444,20224584.23730,336359.37075,6688121.37525
345,08360,2020,Kisakallio,Kisakallio,444,444,454968.49634,336736.18703,6690917.89658
346,08450,2020,Hormajärvi,Hormajärvi,444,444,18915695.91577,333478.02915,6684739.92280
347,08480,2020,Karstu,Karstu,444,444,16699047.90991,330926.47029,6689332.45412
348,08500,2020,Ventelä-Millola,Vendelä-Millola,444,444,92224567.47705,341927.70458,6688494.37181
349,08680,2020,Muijala,Muijala,444,444,25356886.34473,346041.83274,6686840.83852
350,08700,2020,Virkkala,Virkby,444,444,62832299.07178,334217.65989,6675706.67006
351,08800,2020,Kirkniemi,Gerknäs,444,444,77017772.37048,327604.14748,6678307.26928
352,09120,2020,Karjalohja,Karislojo,444,444,114682285.31506,317964.90773,6683502.10622
353,09220,2020,Sammatti,Sammatti,444,444,86075354.13257,324696.75160,6692450.30212
354,09430,2020,Saukkola,Saukkola,444,444,67498367.37671,333304.86191,6696805.45690
355,09520,2020,Millola,Millola,444,444,16120058.00830,336122.83544,6693385.25493
356,09630,2020,Koisjärvi,Koisjärvi,444,444,39641604.37085,340553.42221,6698048.12908
357,09810,2020,Nummi-Oinola,Nummi-Oinola,444,444,65507677.79602,328438.51984,6701109.94865
358,09930,2020,Leppäkorpi,Leppäkorpi,444,444,60822830.33960,324139.98242,6707367.67107
359,10120,2020,Tähtelä,Täkter,149,149,51486510.67859,334686.65816,6666618.39629
360,10140,2020,Päivölä,Solberg,149,149,18712158.33032,338591.85833,6667962.05344
361,10160,2020,Degerby,Degerby,149,149,63489914.77490,343371.15332,6662991.25067
362,10210,2020,Inkoo Keskus,Ingå centrum,149,149,72304103.12085,333225.99720,6659454.75899
363,10230,2020,Inkoo Asemanseutu,Ingå stationsamhälle,149,149,39770267.40442,328074.70758,6664355.27511
364,10250,2020,Fagervik,Fagervik,149,149,29496775.13550,323788.46850,6657133.55250
365,10270,2020,Barösund,Barösund,149,149,42867821.74646,327126.14884,6650842.17499
366,10300,2020,Karjaa Keskus,Karis centrum,710,710,166846113.03381,316427.38332,6665950.74201
367,10320,2020,Bäljars,Bäljars,710,710,3589943.35278,313473.91118,6662452.94643
368,10330,2020,Pinjainen,Billnäs,710,710,12010283.43359,311970.17392,6665922.53246
369,10350,2020,Meltolan sairaala-alue,Mjölbolsta sjukhusområde,710,710,1753236.52307,322318.33308,6668229.82515
370,10360,2020,Mustio,Svartå,710,710,93056414.90100,324054.86433,6673098.72780
371,10380,2020,Kaunislahti,Grundsjö,710,710,19536059.44934,322950.57268,6662252.84009
372,10410,2020,Åminnefors,Åminnefors,710,710,9260389.13965,309860.54326,6666703.77727
373,10420,2020,Pohjankuru,Skuru,710,710,99573362.32654,302403.96173,6669740.67193
374,10440,2020,Bollsta,Bollsta,710,710,10775860.86841,306045.14724,6670473.57802
375,10470,2020,Fiskari,Fiskars,710,710,26405657.71497,309251.33607,6671689.12372
376,10480,2020,Antskog,Antskog,710,710,28035161.42615,309996.96597,6675861.57102
377,10520,2020,Tenhola Kirkonkylä,Tenala kyrkby,710,710,194696276.98169,290601.22790,6664762.24081
378,10570,2020,Bromarv,Bromarv,710,710,123357540.00781,275428.30784,6654686.37039
379,10600,2020,Tammisaari Keskus,Ekenäs centrum,710,710,271810092.99817,301789.87317,6652030.14125
380,10620,2020,Tammisaari,Ekenäs,710,710,26864862.64954,299895.50904,6659759.34360
381,10640,2020,Dragsvik,Dragsvik,710,710,5479315.74829,305139.91245,6655789.07002
382,10650,2020,Flyet,Flyet,710,710,3255643.77893,302907.11783,6653327.47840
383,10660,2020,Trollböle,Trollböle,710,710,23461787.03699,297026.56158,6652994.50133
384,10680,2020,Skogby,Skogby,710,710,21853115.75403,292498.36814,6650084.27611
385,10710,2020,Snappertuna,Snappertuna,710,710,54044315.56177,316717.51141,6655200.51305
386,10820,2020,Lappohja,Lappvik,078,78,31813887.36584,287960.64093,6647529.00486
387,10900,2020,Hanko Keskus,Hangö centrum,078,78,79830326.69458,282010.12873,6641830.15552
389,10960,2020,Hanko Pohjoinen,Hangö norra,078,78,6390308.40796,275835.63459,6640207.10641
390,11100,2020,Riihimäki Keskus,Riihimäki centrum,694,694,3021235.70190,378118.02856,6735178.98713
391,11120,2020,Pohjois-Riihimäki,Norra Riihimäki,694,694,31553956.23438,379291.06444,6739519.09843
392,11130,2020,Peltosaari-Patastenmäki,Peltosaari-Patastenmäki,694,694,36037307.75171,381100.92076,6733159.24913
393,11310,2020,Taka-Kasarmi,Taka-Kasarmi,694,694,4068515.76440,380107.20285,6738360.60250
394,11710,2020,Herajoki,Herajoki,694,694,97253177.68726,373135.90653,6729410.53394
395,11910,2020,Lasi-Kumela,Lasi-Kumela,165,165,21846741.46216,374660.84744,6737926.38659
396,12100,2020,Oitti,Oitti,086,86,104559492.41138,393167.55462,6740349.80398
397,12130,2020,Mommila,Mommila,086,86,49310866.34155,394827.29438,6745662.88146
398,12170,2020,Hietoinen,Hietoinen,086,86,48790961.43701,393511.13106,6753468.14012
399,12210,2020,Hausjärvi kk,Hausjärvi kb,086,86,16910106.14893,387363.99922,6740263.69542
400,12240,2020,Hikiä,Hikiä,086,86,84280229.36450,388915.13854,6734540.79768
401,12310,2020,Ryttylä,Ryttylä,086,86,22653866.04639,377354.14614,6744135.18566
402,12350,2020,Turkhauta,Turkhauta,086,86,43262065.50952,383185.76525,6744955.43440
403,12380,2020,Leppäkoski,Leppäkoski,165,165,33296886.41406,375821.79881,6749213.09318
404,12400,2020,Tervakoski,Tervakoski,165,165,85359988.66064,369524.48522,6745276.25708
405,12450,2020,Vähikkälä,Vähikkälä,165,165,42344869.46875,363899.39197,6741110.31678
406,12520,2020,Kormu,Kormu,433,433,18684278.34033,371949.23960,6736090.58441
407,12540,2020,Launonen,Launonen,433,433,45803212.76245,367802.70497,6735798.11481
408,12600,2020,Läyliäinen,Läyliäinen,433,433,123535351.75464,361538.49499,6722711.88470
409,12630,2020,Sajaniemi,Sajaniemi,433,433,23712988.80444,363288.95727,6729513.64790
410,12640,2020,Joentaka,Joentaka,433,433,13279403.44287,364134.63416,6733307.65169
411,12700,2020,Loppi kk,Loppi kb,433,433,78027740.32446,357986.67333,6734273.78538
412,12750,2020,Pilpala,Pilpala,433,433,172068137.37817,347544.38672,6727882.50004
413,12820,2020,Räyskälä,Räyskälä,433,433,32821209.69727,341897.97594,6735946.53424
414,12920,2020,Topeno,Topeno,433,433,88042262.86548,351378.53859,6738041.94053
415,12950,2020,Vojakkala-Eerolankulma,Vojakkala-Eerolankulma,433,433,57630624.54199,343139.95698,6742099.72417
416,13100,2020,Hämeenlinna Keskus,Tavastehus centrum,109,109,6101556.03833,362728.12473,6764095.51372
417,13110,2020,Kantola,Kantola,109,109,3751116.94092,364424.68223,6763367.80354
418,13130,2020,Kauriala,Kauriala,109,109,9119176.99268,359871.77070,6766206.21107
419,13200,2020,Keinusaari,Keinusaari,109,109,465678.86768,363628.26450,6765337.43500
420,13210,2020,Hätilä,Hätilä,109,109,30029747.84473,368688.76457,6768818.65663
421,13220,2020,Sairio,Sairio,109,109,4587053.75879,362583.84513,6767663.28398
422,13250,2020,Katuma,Katuma,109,109,1404690.91895,365490.79151,6763710.53148
423,13270,2020,Ruununmylly,Ruununmylly,109,109,40055838.05469,370372.84913,6766606.64064
424,13300,2020,Käikälä,Käikälä,109,109,6593359.19824,366929.79553,6761695.53714
425,13330,2020,Harviala,Harviala,165,165,33438322.32178,371056.12389,6762370.95249
426,13430,2020,Hattelmala,Hattelmala,109,109,27399136.59985,364165.83170,6759564.26333
427,13500,2020,Jukola,Jukola,109,109,110621766.13867,354895.33528,6762297.88678
428,13530,2020,Hämeenlinna sairaala-alue,Tavastehus sjukhusområde,109,109,181248.41138,360089.02099,6764333.82787
429,13600,2020,Ojoinen,Ojoinen,109,109,4800386.97192,361111.47356,6767409.62089
430,13700,2020,Parolannummi,Parolannummi,082,82,15211852.80103,356104.59019,6768177.60507
431,13720,2020,Parola,Parola,082,82,71816818.66211,354470.56742,6774564.60381
432,13800,2020,Katinala,Katinala,082,82,45189614.55127,357603.48831,6782630.82214
433,13880,2020,Rahkoila,Rahkoila,082,82,39120533.29565,361680.12698,6776036.10143
434,13900,2020,Pekola,Pekola,082,82,32492214.55225,364270.98837,6771417.74213
435,14140,2020,Jokimaa,Jokimaa,165,165,31466655.98047,385587.75590,6750213.45911
436,14200,2020,Turenki,Turenki,165,165,240403599.23486,379516.80164,6757591.84359
437,14240,2020,Väli-Janakkala,Väli-Janakkala,165,165,80230443.29004,365614.93814,6752903.45842
438,14300,2020,Renko kk,Renko kb,109,109,329411668.98779,350504.26365,6750222.81487
439,14430,2020,Vuohiniemi,Vuohiniemi,082,82,61906405.30933,344995.50737,6760536.45706
440,14450,2020,Rimmilä,Rimmilä,109,109,77214506.77222,339583.01800,6764413.01675
441,14500,2020,Iittala,Iittala,109,109,243046700.92041,340673.96327,6773264.22423
442,14530,2020,Leteensuo,Leteensuo,082,82,26260903.68115,350707.64209,6771641.72976
443,14610,2020,Lepaa,Lepaa,082,82,20586913.94092,358299.75915,6779320.40067
444,14620,2020,Tyrväntö,Tyrväntö,082,82,18196930.18726,356529.00527,6782227.73651
445,14680,2020,Alvettula,Alvettula,109,109,81515028.33667,361843.13809,6788357.88999
446,14690,2020,Torvoila,Torvoila,109,109,59218710.43994,368264.86520,6794349.44907
447,14700,2020,Hauho kk,Hauho kb,109,109,194735082.22754,371911.27442,6784156.90679
448,14770,2020,Eteläinen,Eteläinen,109,109,77744907.31616,373184.74083,6773541.23698
449,14810,2020,Pohjoinen,Pohjoinen,109,109,23622950.80859,385545.58451,6777445.70790
450,14820,2020,Syrjäntaka,Syrjäntaka,109,109,65890295.71167,381279.35751,6773239.05916
451,14840,2020,Sairiala,Sairiala,109,109,25932797.84717,381290.33578,6780866.93708
452,14870,2020,Juttila,Juttila,109,109,42051065.16821,381054.67597,6786724.71912
453,14930,2020,Sappee,Sappee,109,109,45215895.55420,377234.82376,6795106.01651
454,14960,2020,Puutikkala,Puutikkala,635,635,25781368.50830,375670.46358,6799132.49052
455,14980,2020,Kuohijoki,Kuohijoki,635,635,22894989.25830,382314.71203,6799935.17263
456,15100,2020,Lahti Asemanseutu,Lahtis stationsamhälle,398,398,2553612.95752,427460.06181,6760715.01954
457,15110,2020,Keski-Lahti,Mellersta Lahtis,398,398,1475584.31299,426612.83857,6761822.20088
458,15140,2020,Kartano-Paavola,Kartano-Paavola,398,398,4857324.62964,426855.66629,6763181.35371
459,15150,2020,Möysä,Möysä,398,398,11037961.09351,430848.59534,6758507.77214
460,15160,2020,Kolava,Kolava,398,398,10615924.10010,432851.18656,6759897.70911
461,15170,2020,Tenava-Tonttila,Tenava-Tonttila,398,398,3231051.81519,430505.82993,6761670.65542
462,15200,2020,Kiveriö,Kiveriö,398,398,2172675.58008,429107.81339,6762563.61151
463,15210,2020,Kivistönmäki,Kivistönmäki,398,398,2893728.14136,428014.29283,6763738.12852
464,15230,2020,Kytölä,Kytölä,398,398,33958887.54102,431996.31921,6767746.35612
465,15240,2020,Mukkula,Mukkula,398,398,9711840.18726,427191.56832,6765918.80027
466,15270,2020,Kukkila,Kukkila,098,98,18334556.13110,426353.56589,6768490.58808
467,15300,2020,Myllypohja-Koiskala,Myllypohja-Koiskala,398,398,8265895.71997,433059.19299,6762402.07280
468,15320,2020,Ahtiala,Ahtiala,398,398,16735491.55542,435401.35848,6762751.66068
469,15340,2020,Kunnas-Hiekkanummi,Kunnas-Hiekkanummi,398,398,20171348.50928,436584.92422,6765064.57028
470,15460,2020,Mäkelä,Mäkelä,398,398,51749279.15601,438187.14377,6770526.58628
471,15500,2020,Liipola,Liipola,398,398,2032189.12061,428027.06243,6759284.36143
472,15520,2020,Saksala,Saksala,398,398,2696703.58350,429152.31813,6759747.19284
473,15540,2020,Villähde,Villähde,398,398,67077925.76782,436632.17948,6755640.41263
474,15550,2020,Rakokivi,Rakokivi,398,398,4511760.48022,444418.17604,6756250.98862
475,15560,2020,Nastola kk,Nastola kb,398,398,83238621.11548,442915.38141,6760651.68549
476,15580,2020,Ruuhijärvi,Ruuhijärvi,398,398,37105013.91528,445557.51662,6768804.25689
477,15610,2020,Laune-Nikkilä,Laune-Nikkilä,398,398,7908531.58252,427556.59624,6758010.35770
478,15680,2020,Renkomäki-Ämmälä,Renkomäki-Ämmälä,398,398,16491179.60034,428374.38493,6755353.26463
479,15700,2020,Hennala-Jokimaa,Hennala-Jokimaa,098,98,48493216.26904,423591.52352,6753892.67166
480,15800,2020,Kärpänen,Kärpänen,398,398,3565935.81177,424814.64983,6760794.57308
481,15810,2020,Kasakkamäki,Kasakkamäki,398,398,1402479.12646,423180.66713,6760446.74186
482,15820,2020,Okeroinen,Okeroinen,098,98,21373134.74707,421160.47928,6757751.81999
483,15830,2020,Metsäkangas,Metsäkangas,398,398,1576652.52319,423480.94052,6761451.53693
484,15840,2020,Riihelä,Riihelä,398,398,1462513.45264,422252.85903,6761601.24596
485,15850,2020,Likolampi,Likolampi,398,398,2536606.20776,422421.61024,6762915.70261
486,15860,2020,Kartano,Kartano,098,98,9262280.25122,420540.20074,6762448.23612
487,15870,2020,Salpakangas,Salpakangas,098,98,3927943.18628,419446.42249,6762330.83714
488,15880,2020,Soramäki,Soramäki,098,98,111692052.70020,412856.88578,6763180.19638
489,15900,2020,Jalkaranta,Jalkaranta,398,398,3341411.73999,425079.54819,6762592.77033
490,15950,2020,Kiikkula,Kiikkula,398,398,8721081.80688,423910.40389,6764564.82351
491,15980,2020,Messilä,Messilä,098,98,3399088.71167,421893.53889,6765394.66449
492,16100,2020,Uusikylä,Uusikylä,398,398,80257993.50928,449857.62783,6757605.87631
493,16160,2020,Okkeri,Okkeri,398,398,26355679.91650,449879.21300,6764939.54367
494,16200,2020,Artjärvi Keskus,Artsjö centrum,560,560,74003569.61279,446816.27813,6736036.24712
495,16230,2020,Artjärvi Kirkonkylä,Artsjö kb,560,560,71258391.42871,453028.35663,6732029.48098
496,16260,2020,Hietana,Hietana,560,560,44519544.89526,452873.20126,6740796.53407
497,16270,2020,Villikkala,Villikkala,560,560,20119503.22852,444747.23390,6739662.14433
498,16280,2020,Kuivanto,Kuivanto,560,560,79263451.17017,446526.47842,6748405.51473
499,16300,2020,Orimattila Keskus,Orimattila centrum,560,560,246596261.09253,428892.07821,6741261.44959
500,16310,2020,Virenoja,Virenoja,560,560,33315896.40112,430099.47923,6747814.69610
501,16320,2020,Pennala,Pennala,560,560,28820091.98682,428782.43493,6751335.28019
502,16330,2020,Heinämaa,Heinämaa,560,560,39143121.46582,437132.12795,6748954.53215
503,16350,2020,Niinikoski,Niinikoski,560,560,44580522.56494,440007.16137,6738423.46313
504,16390,2020,Pakaa,Pakaa,560,560,38695504.24976,434053.92722,6733394.42589
505,16450,2020,Mallusjoki,Mallusjoki,560,560,52864680.19263,424364.84451,6731455.70292
506,16500,2020,Herrala,Herrala,098,98,61080943.82324,414996.95634,6752864.42002
507,16510,2020,Luhtikylä,Luhtikylä,560,560,55407471.37720,417412.08669,6745736.25362
508,16540,2020,Mertie,Mertie,316,316,40173652.96191,412217.99125,6741824.98634
509,16600,2020,Järvelä,Järvelä,316,316,102609072.42358,407212.69456,6745999.77762
510,16610,2020,Kärkölä kk,Kärkölä kb,316,316,67638966.04126,404157.77171,6756018.59975
511,16630,2020,Tennilä,Tennilä,098,98,37162662.22754,410474.41160,6757696.93731
512,16670,2020,Lappila,Lappila,316,316,69960323.44434,400182.09500,6747302.34667
513,16710,2020,Hollola kk,Hollola kb,098,98,35117659.72070,413871.67072,6769603.78928
514,16730,2020,Kutajärvi,Kutajärvi,098,98,68873823.50854,419286.80313,6771248.50298
515,16790,2020,Manskivi,Manskivi,098,98,31017053.76245,411395.39625,6774329.51076
516,16800,2020,Hämeenkoski,Hämeenkoski,098,98,189923094.93701,400564.81243,6765228.35734
